id,name,nation,role,salary_rank,comma_less_salary,team,season,salary
2276,KM Asif,India,Bowler,347,4000000,CSK,2018,"40,00,000"
2277,Kshitiz Sharma,India,All-Rounder,617,2000000,CSK,2018,"20,00,000"
2278,Lungi Ngidi,South Africa,Bowler,306,5000000,CSK,2018,"50,00,000"
2279,Mark Wood,England,Bowler,333,15000000,CSK,2018,"1,50,00,000"
2280,Mitchell Santner,New Zealand,All-Rounder,307,5000000,CSK,2018,"50,00,000"
2281,Monu Kumar,India,Bowler,460,2000000,CSK,2018,"20,00,000"
2282,MS Dhoni,India,Wicketkeeper Batsman,1,150000000,CSK,2018,"15,00,00,000"
2283,Murali Vijay,India,Batsman,56,20000000,CSK,2018,"2,00,00,000"
2284,Narayan Jagadeesan,India,Batsman,411,2000000,CSK,2018,"20,00,000"
2285,Ravindra Jadeja,India,All-Rounder,11,70000000,CSK,2018,"7,00,00,000"
2286,Sam billings,England,Bowler,222,10000000,CSK,2018,"1,00,00,000"
2287,Shane Watson,Australia,All-Rounder,10,40000000,CSK,2018,"4,00,00,000"
2288,Shardul Thakur,India,Bowler,155,26000000,CSK,2018,"2,60,00,000"
2289,Suresh Raina,India,Batsman,4,110000000,CSK,2018,"11,00,00,000"
2290,Abhishek Sharma,India,Bowler,294,5500000,DC,2018,"55,00,000"
2291,Amit Mishra,India,Bowler,46,40000000,DC,2018,"4,00,00,000"
2292,Avesh khan,India,Bowler,267,7000000,DC,2018,"70,00,000"
2293,Chris Morris,South Africa,All-Rounder,19,71000000,DC,2018,"7,10,00,000"
2294,Colin Munro,New Zealand,Batsman,221,19000000,DC,2018,"1,90,00,000"
2295,Dan Christian,Australia,All-Rounder,152,15000000,DC,2018,"1,50,00,000"
2296,Gautam Gambhir,India,Batsman,7,28000000,DC,2018,"2,80,00,000"
2297,Glenn Maxwell,Australia,All-Rounder,18,90000000,DC,2018,"9,00,00,000"
2298,Gurkeerat Singh Mann ,India,Batsman,191,7500000,DC,2018,"75,00,000"
2299,Harshal Patel,India,Bowler,281,2000000,DC,2018,"20,00,000"
2300,Jason Roy,England,Batsman,231,15000000,DC,2018,"1,50,00,000"
2301,Jayant Yadav,India,Bowler,287,5000000,DC,2018,"50,00,000"
2302,Junior Dala,South Africa,Bowler,624,2000000,DC,2018,"20,00,000"
2303,Kagiso Rabada,South Africa,Bowler,104,0,DC,2018,0
2304,Liam Plunkett,England,Bowler,308,20000000,DC,2018,"2,00,00,000"
2305,Manjot Kalra,India,Batsman,516,2000000,DC,2018,"20,00,000"
2306,Mohammed Shami,India,Bowler,48,30000000,DC,2018,"3,00,00,000"
2307,Naman Ojha,India,Wicketkeeper Batsman,188,14000000,DC,2018,"1,40,00,000"
2308,Prithvi Shaw,India,Batsman,215,12000000,DC,2018,"1,20,00,000"
2309,Rahul Tewatia,India,Bowler,142,30000000,DC,2018,"3,00,00,000"
2310,Rishabh Pant,India,Wicketkeeper Batsman,35,80000000,DC,2018,"8,00,00,000"
2311,Sandeep Lamichhane,Nepal,Bowler,463,2000000,DC,2018,"20,00,000"
2312,Sayan Ghosh,India,Bowler,557,2000000,DC,2018,"20,00,000"
2313,Shahbaz Nadeem,India,Bowler,106,32000000,DC,2018,"3,20,00,000"
2314,Shreyas Iyer,India,Batsman,45,70000000,DC,2018,"7,00,00,000"
2315,Trent Boult,New Zealand,Bowler,81,22000000,DC,2018,"2,20,00,000"
2316,Vijay Shankar,India,All-Rounder,131,32000000,DC,2018,"3,20,00,000"
2317,Andre Russell,West Indies,All-Rounder,38,85000000,KKR,2018,"8,50,00,000"
2318,Apoorv Wankhade,India,Batsman,511,2000000,KKR,2018,"20,00,000"
2319,Cameron Delport,South Africa,All-Rounder,561,3000000,KKR,2018,"30,00,000"
2320,Chris Lynn,Australia,Batsman,63,96000000,KKR,2018,"9,60,00,000"
2321,Dinesh Karthik,India,Wicketkeeper Batsman,12,74000000,KKR,2018,"7,40,00,000"
2322,Ishank Jaggi,India,Batsman,422,2000000,KKR,2018,"20,00,000"
2323,Javon Searles,West Indies,Bowler,562,3000000,KKR,2018,"30,00,000"
2324,Kamlesh Nagarkoti,India,Bowler,141,32000000,KKR,2018,"3,20,00,000"
2325,Kuldeep Yadav,India,Bowler,74,58000000,KKR,2018,"5,80,00,000"
2326,Mitchell Johnson,Australia,Bowler,66,20000000,KKR,2018,"2,00,00,000"
2327,Mitchell Starc,Australia,Bowler,92,0,KKR,2018,0
2328,Nitish Rana,India,Batsman,128,34000000,KKR,2018,"3,40,00,000"
2329,Piyush Chawla,India,All-Rounder,24,42000000,KKR,2018,"4,20,00,000"
2330,Prasidh Krishna,India,Bowler,413,2000000,KKR,2018,"20,00,000"
2331,Rinku Singh,India,Batsman,255,8000000,KKR,2018,"80,00,000"
2332,Robin Uthappa,India,Batsman,9,64000000,KKR,2018,"6,40,00,000"
2333,Shivam Mavi,India,All-Rounder,151,30000000,KKR,2018,"3,00,00,000"
2334,Shubman Gill,India,Batsman,190,18000000,KKR,2018,"1,80,00,000"
2335,Sunil Narine,West Indies,Bowler,6,125000000,KKR,2018,"12,50,00,000"
2336,Tom Curran,England,All-Rounder,180,16200000,KKR,2018,"1,62,00,000"
2337,Vinay Kumar,India,Bowler,78,10000000,KKR,2018,"1,00,00,000"
2338,Aaron Finch,Australia,Batsman,85,62000000,KXIP,2018,"6,20,00,000"
2339,Akshdeep Nath,India,Batsman,214,10000000,KXIP,2018,"1,00,00,000"
2340,Andrew Tye,Australia,Bowler,103,72000000,KXIP,2018,"7,20,00,000"
2341,Ankit Rajpoot,India,Bowler,146,30000000,KXIP,2018,"3,00,00,000"
2342,Axar Patel,India,All-Rounder,75,67500000,KXIP,2018,"6,75,00,000"
2343,Barinder Sran,India,Bowler,174,22000000,KXIP,2018,"2,20,00,000"
2344,Ben Dwarshuis,Australia,Bowler,348,14000000,KXIP,2018,"1,40,00,000"
2345,Chris Gayle,West Indies,All-Rounder,21,20000000,KXIP,2018,"2,00,00,000"
2346,David Miller,South Africa,Batsman,20,30000000,KXIP,2018,"3,00,00,000"
2347,Karun Nair,India,Batsman,64,56000000,KXIP,2018,"5,60,00,000"
2348,KL Rahul,India,Batsman,30,110000000,KXIP,2018,"11,00,00,000"
2349,Manoj Tiwary,India,Batsman,89,10000000,KXIP,2018,"1,00,00,000"
2350,Manzoor Dar,India,Bowler,619,2000000,KXIP,2018,"20,00,000"
2351,Marcus Stoinis,Australia,Batsman,83,62000000,KXIP,2018,"6,20,00,000"
2352,Mayank Agarwal,India,Batsman,157,10000000,KXIP,2018,"1,00,00,000"
2353,Mayank Dagar,India,Bowler,620,2000000,KXIP,2018,"20,00,000"
2354,Mohit Sharma,India,Bowler,73,24000000,KXIP,2018,"2,40,00,000"
2355,Mujeeb Ur Rahman,Afghanistan,Bowler,150,40000000,KXIP,2018,"4,00,00,000"
2356,Pradeep Sahu,India,All-Rounder,551,2000000,KXIP,2018,"20,00,000"
2357,Ravichandran Ashwin,India,All-Rounder,15,76000000,KXIP,2018,"7,60,00,000"
2358,Yuvraj Singh,India,Batsman,8,20000000,KXIP,2018,"2,00,00,000"
2359,Adam Milne,New Zealand,Bowler,193,7500000,MI,2018,"75,00,000"
2360,Aditya Tare,India,Wicketkeeper Batsman,201,2000000,MI,2018,"20,00,000"
2361,Akila Dananjaya,Sri Lanka,All-Rounder,451,5000000,MI,2018,"50,00,000"
2362,Anukul Roy,India,All-Rounder,412,2000000,MI,2018,"20,00,000"
2363,Ben Cutting,Australia,Bowler,178,22000000,MI,2018,"2,20,00,000"
2364,Evin Lewis,West Indies,Batsman,184,38000000,MI,2018,"3,80,00,000"
2365,Hardik Pandya,India,All-Rounder,34,110000000,MI,2018,"11,00,00,000"
2366,Ishan Kishan,India,Batsman,69,62000000,MI,2018,"6,20,00,000"
2367,Jason Behrendorff,Australia,Bowler,369,0,MI,2018,0
2368,Jasprit Bumrah,India,All-Rounder,55,70000000,MI,2018,"7,00,00,000"
2369,Jean-Paul Duminy,South Africa,All-Rounder,82,10000000,MI,2018,"1,00,00,000"
2370,Kieron Pollard,West Indies,All-Rounder,14,54000000,MI,2018,"5,40,00,000"
2371,Krunal Pandya,India,All-Rounder,41,88000000,MI,2018,"8,80,00,000"
2372,Mayank Markande,India,Bowler,226,2000000,MI,2018,"20,00,000"
2373,MD Nidheesh,India,Bowler,621,2000000,MI,2018,"20,00,000"
2374,Mitchell McClenaghan,New Zealand,Bowler,237,10000000,MI,2018,"1,00,00,000"
2375,Mohsin Khan,India,Bowler,464,2000000,MI,2018,"20,00,000"
2376,Mustafizur Rahman,Bangladesh,Bowler,198,22000000,MI,2018,"2,20,00,000"
2377,Pat Cummins,Australia,Bowler,43,0,MI,2018,0
2378,Pradeep Sangwan,India,Bowler,271,15000000,MI,2018,"1,50,00,000"
2379,Rahul Chahar,India,Bowler,181,19000000,MI,2018,"1,90,00,000"
2380,Rohit Sharma,India,Batsman,2,150000000,MI,2018,"15,00,00,000"
2381,Saurabh Tiwary,India,Batsman,65,8000000,MI,2018,"80,00,000"
2382,Sharad Lumba,India,Batsman,622,2000000,MI,2018,"20,00,000"
2383,Siddhesh Lad,India,Batsman,395,2000000,MI,2018,"20,00,000"
2384,Suryakumar Yadav,India,Batsman,113,32000000,MI,2018,"3,20,00,000"
2385,Tajinder Singh,India,Batsman,426,5500000,MI,2018,"55,00,000"
2386,AB de Villiers,South Africa,Wicketkeeper Batsman,5,110000000,RCB,2018,"11,00,00,000"
2387,Aniket Choudhary,India,Bowler,286,3000000,RCB,2018,"30,00,000"
2388,Aniruddha Joshi,India,Batsman,517,2000000,RCB,2018,"20,00,000"
2389,Brendon McCullum,New Zealand,Wicketkeeper Batsman,40,36000000,RCB,2018,"3,60,00,000"
2390,Chris Woakes,England,Bowler,123,74000000,RCB,2018,"7,40,00,000"
2391,Colin De Grandhomme,New Zealand,All-Rounder,218,22000000,RCB,2018,"2,20,00,000"
2392,Corey Anderson,New Zealand,All-Rounder,109,20000000,RCB,2018,"2,00,00,000"
2393,Kulwant Khejroliya,India,Bowler,316,8500000,RCB,2018,"85,00,000"
2394,Manan Vohra,India,Batsman,91,11000000,RCB,2018,"1,10,00,000"
2395,Mandeep Singh,India,All-Rounder,168,14000000,RCB,2018,"1,40,00,000"
2396,Moeen Ali,England,All-Rounder,148,17000000,RCB,2018,"1,70,00,000"
2397,Mohammed Siraj,India,Bowler,136,26000000,RCB,2018,"2,60,00,000"
2398,Murugan Ashwin,India,Bowler,173,22000000,RCB,2018,"2,20,00,000"
2399,Nathan Coulter-Nile,Australia,Bowler,54,0,RCB,2018,0
2400,Navdeep Saini,India,Bowler,147,30000000,RCB,2018,"3,00,00,000"
2401,Parthiv Patel,India,Wicketkeeper Batsman,88,17000000,RCB,2018,"1,70,00,000"
2402,Pavan Deshpande,India,All-Rounder,465,2000000,RCB,2018,"20,00,000"
2403,Pawan Negi,India,Bowler,132,10000000,RCB,2018,"1,00,00,000"
2404,Quinton de Kock,South Africa,Wicketkeeper Batsman,71,28000000,RCB,2018,"2,80,00,000"
2405,Sarfaraz Khan,India,Batsman,207,30000000,RCB,2018,"3,00,00,000"
2406,Tim Southee,New Zealand,Bowler,163,10000000,RCB,2018,"1,00,00,000"
2407,Umesh Yadav,India,Bowler,50,42000000,RCB,2018,"4,20,00,000"
2408,Virat Kohli,India,Batsman,3,170000000,RCB,2018,"17,00,00,000"
2409,Washington Sundar,India,Batsman,137,32000000,RCB,2018,"3,20,00,000"
2410,Yuzvendra Chahal,India,Bowler,77,60000000,RCB,2018,"6,00,00,000"
2411,Ajinkya Rahane,India,Batsman,23,40000000,RR,2018,"4,00,00,000"
2412,Ankit Sharma,India,Bowler,390,2000000,RR,2018,"20,00,000"
2413,Anureet Singh,India,Bowler,360,3000000,RR,2018,"30,00,000"
2414,Aryaman Birla,India,Batsman,462,3000000,RR,2018,"30,00,000"
2415,Ben Laughlin,Australia,Bowler,385,5000000,RR,2018,"50,00,000"
2416,Ben Stokes,England,All-Rounder,17,125000000,RR,2018,"12,50,00,000"
2417,D Arcy Short,Australia,Batsman,232,40000000,RR,2018,"4,00,00,000"
2418,Dhawal Kulkarni,India,Bowler,161,7500000,RR,2018,"75,00,000"
2419,Dushmantha Chameera,Sri Lanka,Bowler,483,5000000,RR,2018,"50,00,000"
2420,Heinrich Klaasen,South Africa,Wicketkeeper Batsman,370,5000000,RR,2018,"50,00,000"
2421,Ish Sodhi,New Zealand,Bowler,371,5000000,RR,2018,"50,00,000"
2422,Jatin Saxena,India,All-Rounder,618,2000000,RR,2018,"20,00,000"
2423,Jaydev Unadkat,India,Bowler,44,115000000,RR,2018,"11,50,00,000"
2424,Jofra Archer,England,Bowler,62,72000000,RR,2018,"7,20,00,000"
2425,Jos Buttler,England,Wicketkeeper Batsman,72,44000000,RR,2018,"4,40,00,000"
2426,Krishnappa Gowtham,India,All-Rounder,61,62000000,RR,2018,"6,20,00,000"
2427,Mahipal Lomror,India,All-Rounder,396,2000000,RR,2018,"20,00,000"
2428,Prashant Chopra,India,Batsman,514,2000000,RR,2018,"20,00,000"
2429,Rahul Tripathi,India,Batsman,175,34000000,RR,2018,"3,40,00,000"
2430,Sanju Samson,India,Wicketkeeper Batsman,28,80000000,RR,2018,"8,00,00,000"
2431,Shreyas Gopal,India,All-Rounder,358,2000000,RR,2018,"20,00,000"
2432,Steven Smith,Australia,Batsman,31,0,RR,2018,0
2433,Stuart Binny,India,All-Rounder,107,5000000,RR,2018,"50,00,000"
2434,Sudhesan Midhun,India,Bowler,515,2000000,RR,2018,"20,00,000"
2435,Zahir Khan,Afghanistan,Bowler,461,6000000,RR,2018,"60,00,000"
2436,Alex Hales,England,Batsman,302,10000000,SRH,2018,"1,00,00,000"
2437,Basil Thampi,India,Bowler,219,9500000,SRH,2018,"95,00,000"
2438,Bhuvneshwar kumar,India,Bowler,25,85000000,SRH,2018,"8,50,00,000"
2439,Billy Stanlake,Australia,Bowler,317,5000000,SRH,2018,"50,00,000"
2440,Bipul Sharma,India,All-Rounder,331,2000000,SRH,2018,"20,00,000"
2441,Carlos Brathwaite,West Indies,All-Rounder,160,20000000,SRH,2018,"2,00,00,000"
2442,Chris Jordan,England,Bowler,171,10000000,SRH,2018,"1,00,00,000"
2443,David Warner,Australia,Batsman,16,0,SRH,2018,0
2444,Deepak Hooda,India,All-Rounder,105,36000000,SRH,2018,"3,60,00,000"
2445,Kane Williamson,New Zealand,Batsman,130,30000000,SRH,2018,"3,00,00,000"
2446,Khaleel Ahmed,India,Bowler,145,30000000,SRH,2018,"3,00,00,000"
2447,Manish Pandey,India,Batsman,26,110000000,SRH,2018,"11,00,00,000"
2448,Mehdi Hasan,India,Bowler,623,2000000,SRH,2018,"20,00,000"
2449,Mohammad Nabi,Afghanistan,All-Rounder,227,10000000,SRH,2018,"1,00,00,000"
2450,Rashid Khan,Afghanistan,Bowler,39,90000000,SRH,2018,"9,00,00,000"
2451,Ricky Bhui,India,Batsman,410,2000000,SRH,2018,"20,00,000"
2452,Sachin Baby,India,Batsman,393,2000000,SRH,2018,"20,00,000"
2453,Sandeep Sharma,India,Bowler,116,30000000,SRH,2018,"3,00,00,000"
2454,Shakib Al Hasan,Bangladesh,All-Rounder,76,20000000,SRH,2018,"2,00,00,000"
2455,Shikhar Dhawan,India,Batsman,13,52000000,SRH,2018,"5,20,00,000"
2456,Shreevats Goswami,India,Wicketkeeper Batsman,212,10000000,SRH,2018,"1,00,00,000"
2457,Siddarth Kaul,India,Bowler,112,38000000,SRH,2018,"3,80,00,000"
2458,T Natarajan,India,Bowler,223,4000000,SRH,2018,"40,00,000"
2459,Tanmay Agarwal,India,Batsman,560,2000000,SRH,2018,"20,00,000"
2460,Wriddhiman Saha,India,Wicketkeeper Batsman,97,50000000,SRH,2018,"5,00,00,000"
2461,Yusuf Pathan,India,All-Rounder,27,19000000,SRH,2018,"1,90,00,000"
2462,Ambati Rayudu,India,Batsman,68,22000000,CSK,2019,"2,20,00,000"
2463,Chaitanya Bishnoi,India,Batsman,496,2000000,CSK,2019,"20,00,000"
2464,David willey,England,All-Rounder,233,20000000,CSK,2019,"2,00,00,000"
2465,Deepak Chahar,India,Bowler,246,8000000,CSK,2019,"80,00,000"
2466,Dhruv Shorey,India,Batsman,513,2000000,CSK,2019,"20,00,000"
2467,Dwayne Bravo,West Indies,All-Rounder,33,64000000,CSK,2019,"6,40,00,000"
2468,Faf Du Plessis,South Africa,Batsman,67,16000000,CSK,2019,"1,60,00,000"
2469,Harbhajan Singh,India,Bowler,22,20000000,CSK,2019,"2,00,00,000"
2470,Imran Tahir,South Africa,Bowler,187,10000000,CSK,2019,"1,00,00,000"
2471,Karn Sharma,India,Bowler,49,50000000,CSK,2019,"5,00,00,000"
2472,Kedar Jadhav,India,All-Rounder,52,78000000,CSK,2019,"7,80,00,000"
2473,KM Asif,India,Bowler,347,4000000,CSK,2019,"40,00,000"
2474,Lungi Ngidi,South Africa,Bowler,306,5000000,CSK,2019,"50,00,000"
2475,Mitchell Santner,New Zealand,All-Rounder,307,5000000,CSK,2019,"50,00,000"
2476,Mohit Sharma,India,Bowler,73,50000000,CSK,2019,"5,00,00,000"
2477,Monu Kumar,India,Bowler,460,2000000,CSK,2019,"20,00,000"
2478,MS Dhoni,India,Wicketkeeper Batsman,1,150000000,CSK,2019,"15,00,00,000"
2479,Murali Vijay,India,Batsman,56,20000000,CSK,2019,"2,00,00,000"
2480,Narayan Jagadeesan,India,Batsman,411,2000000,CSK,2019,"20,00,000"
2481,Ravindra Jadeja,India,All-Rounder,11,70000000,CSK,2019,"7,00,00,000"
2482,Ruturaj Gaikwad,India,Batsman,414,2000000,CSK,2019,"20,00,000"
2483,Sam billings,England,Bowler,222,10000000,CSK,2019,"1,00,00,000"
2484,Scott Kuggeleijn,New Zealand,Bowler,786,0,CSK,2019,0
2485,Shane Watson,Australia,All-Rounder,10,40000000,CSK,2019,"4,00,00,000"
2486,Shardul Thakur,India,Bowler,155,26000000,CSK,2019,"2,60,00,000"
2487,Suresh Raina,India,Batsman,4,110000000,CSK,2019,"11,00,00,000"
2488,Amit Mishra,India,Bowler,46,40000000,DC,2019,"4,00,00,000"
2489,Ankush Bains,India,Wicketkeeper Batsman,459,2000000,DC,2019,"20,00,000"
2490,Avesh khan,India,Bowler,267,7000000,DC,2019,"70,00,000"
2491,Axar Patel,India,All-Rounder,75,50000000,DC,2019,"5,00,00,000"
2492,Bandaru Ayyappa,India,Bowler,627,2000000,DC,2019,"20,00,000"
2493,Chris Morris,South Africa,All-Rounder,19,71000000,DC,2019,"7,10,00,000"
2494,Colin ingram,South Africa,Batsman,189,64000000,DC,2019,"6,40,00,000"
2495,Colin Munro,New Zealand,Batsman,221,19000000,DC,2019,"1,90,00,000"
2496,Hanuma Vihari,India,All-Rounder,295,20000000,DC,2019,"2,00,00,000"
2497,Harshal Patel,India,Bowler,281,2000000,DC,2019,"20,00,000"
2498,ishant sharma,India,Bowler,58,11000000,DC,2019,"1,10,00,000"
2499,Jagadeesha Suchith,India,Bowler,367,2000000,DC,2019,"20,00,000"
2500,Jalaj Saxena,India,All-Rounder,431,2000000,DC,2019,"20,00,000"
2501,Kagiso Rabada,South Africa,Bowler,104,42000000,DC,2019,"4,20,00,000"
2502,Keemo Paul,West Indies,All-Rounder,372,5000000,DC,2019,"50,00,000"
2503,Manjot Kalra,India,Batsman,516,2000000,DC,2019,"20,00,000"
2504,Nathu Singh,India,Bowler,238,2000000,DC,2019,"20,00,000"
2505,Prithvi Shaw,India,Batsman,215,12000000,DC,2019,"1,20,00,000"
2506,Rahul Tewatia,India,Bowler,142,30000000,DC,2019,"3,00,00,000"
2507,Rishabh Pant,India,Wicketkeeper Batsman,35,80000000,DC,2019,"8,00,00,000"
2508,Sandeep Lamichhane,Nepal,Bowler,463,2000000,DC,2019,"20,00,000"
2509,Sherfane Rutherford,West Indies,Batsman,234,20000000,DC,2019,"2,00,00,000"
2510,Shikhar Dhawan,India,Batsman,13,52000000,DC,2019,"5,20,00,000"
2511,Shreyas Iyer,India,Batsman,45,70000000,DC,2019,"7,00,00,000"
2512,Trent Boult,New Zealand,Bowler,81,22000000,DC,2019,"2,20,00,000"
2513,Andre Russell,West Indies,All-Rounder,38,85000000,KKR,2019,"8,50,00,000"
2514,Anrich Nortje,South Africa,Bowler,309,2000000,KKR,2019,"20,00,000"
2515,Carlos Brathwaite,West Indies,All-Rounder,211,50000000,KKR,2019,"5,00,00,000"
2516,Chris Lynn,Australia,Batsman,63,96000000,KKR,2019,"9,60,00,000"
2517,Dinesh Karthik,India,Wicketkeeper Batsman,12,74000000,KKR,2019,"7,40,00,000"
2518,Harry Gurney,England,Bowler,335,7500000,KKR,2019,"75,00,000"
2519,Joe Denly,England,Batsman,373,10000000,KKR,2019,"1,00,00,000"
2520,Kamlesh Nagarkoti,India,Bowler,141,32000000,KKR,2019,"3,20,00,000"
2521,KC Cariappa,India,Bowler,225,2000000,KKR,2019,"20,00,000"
2522,Kuldeep Yadav,India,Bowler,74,58000000,KKR,2019,"5,80,00,000"
2523,Lockie Ferguson,New Zealand,Bowler,205,16000000,KKR,2019,"1,60,00,000"
2524,Matthew Kelly,Australia,Bowler,785,0,KKR,2019,0
2525,Nikhil Naik,India,Wicketkeeper Batsman,350,2000000,KKR,2019,"20,00,000"
2526,Nitish Rana,India,Batsman,128,34000000,KKR,2019,"3,40,00,000"
2527,Piyush Chawla,India,All-Rounder,24,42000000,KKR,2019,"4,20,00,000"
2528,Prasidh Krishna,India,Bowler,413,2000000,KKR,2019,"20,00,000"
2529,Prithvi Raj,India,Bowler,630,2000000,KKR,2019,"20,00,000"
2530,Rinku Singh,India,Batsman,255,8000000,KKR,2019,"80,00,000"
2531,Robin Uthappa,India,Batsman,9,64000000,KKR,2019,"6,40,00,000"
2532,Sandeep Warrier,India,Bowler,394,2000000,KKR,2019,"20,00,000"
2533,Shivam Mavi,India,All-Rounder,151,30000000,KKR,2019,"3,00,00,000"
2534,Shrikant Mundhe,India,All-Rounder,510,2000000,KKR,2019,"20,00,000"
2535,Shubman Gill,India,Batsman,190,18000000,KKR,2019,"1,80,00,000"
2536,Sunil Narine,West Indies,Bowler,6,125000000,KKR,2019,"12,50,00,000"
2537,Agnivesh Ayachi,India,Bowler,626,2000000,KXIP,2019,"20,00,000"
2538,Andrew Tye,Australia,Bowler,103,72000000,KXIP,2019,"7,20,00,000"
2539,Ankit Rajpoot,India,Bowler,146,30000000,KXIP,2019,"3,00,00,000"
2540,Arshdeep Singh,India,Bowler,467,2000000,KXIP,2019,"20,00,000"
2541,Chris Gayle,West Indies,All-Rounder,21,20000000,KXIP,2019,"2,00,00,000"
2542,Darshan Nalkande,India,Bowler,397,3000000,KXIP,2019,"30,00,000"
2543,David Miller,South Africa,Batsman,20,30000000,KXIP,2019,"3,00,00,000"
2544,Hardus Viljoen,South Africa,All-Rounder,334,7500000,KXIP,2019,"75,00,000"
2545,Harpreet Brar,India,All-Rounder,468,2000000,KXIP,2019,"20,00,000"
2546,Karun Nair,India,Batsman,64,56000000,KXIP,2019,"5,60,00,000"
2547,KL Rahul,India,Batsman,30,110000000,KXIP,2019,"11,00,00,000"
2548,Mandeep Singh,India,All-Rounder,168,14000000,KXIP,2019,"1,40,00,000"
2549,Mayank Agarwal,India,Batsman,157,10000000,KXIP,2019,"1,00,00,000"
2550,Mohammed Shami,India,Bowler,48,48000000,KXIP,2019,"4,80,00,000"
2551,Moises Henriques,Australia,All-Rounder,117,10000000,KXIP,2019,"1,00,00,000"
2552,Mujeeb Ur Rahman,Afghanistan,Bowler,150,40000000,KXIP,2019,"4,00,00,000"
2553,Murugan Ashwin,India,Bowler,173,2000000,KXIP,2019,"20,00,000"
2554,Nicholas Pooran,West Indies,Wicketkeeper Batsman,138,42000000,KXIP,2019,"4,20,00,000"
2555,Prabhsimran Singh,India,Wicketkeeper Batsman,199,48000000,KXIP,2019,"4,80,00,000"
2556,Ravichandran Ashwin,India,All-Rounder,15,76000000,KXIP,2019,"7,60,00,000"
2557,Sam Curran,England,All-Rounder,99,72000000,KXIP,2019,"7,20,00,000"
2558,Sarfaraz Khan,India,Batsman,207,2500000,KXIP,2019,"25,00,000"
2559,Varun Chakravarthy,India,Bowler,110,84000000,KXIP,2019,"8,40,00,000"
2560,Adam Milne,New Zealand,Bowler,193,7500000,MI,2019,"75,00,000"
2561,Aditya Tare,India,Wicketkeeper Batsman,201,2000000,MI,2019,"20,00,000"
2562,Alzarri Joseph,West Indies,Bowler,787,0,MI,2019,0
2563,Anmolpreet Singh,India,Batsman,288,8000000,MI,2019,"80,00,000"
2564,Anukul Roy,India,All-Rounder,412,2000000,MI,2019,"20,00,000"
2565,Barinder Sran,India,Bowler,174,34000000,MI,2019,"3,40,00,000"
2566,Ben Cutting,Australia,Bowler,178,22000000,MI,2019,"2,20,00,000"
2567,Beuran Hendricks,South Africa,Bowler,787,0,MI,2019,
2568,Evin Lewis,West Indies,Batsman,184,38000000,MI,2019,"3,80,00,000"
2569,Hardik Pandya,India,All-Rounder,34,110000000,MI,2019,"11,00,00,000"
2570,Ishan Kishan,India,Batsman,69,62000000,MI,2019,"6,20,00,000"
2571,Jason Behrendorff,Australia,Bowler,369,10000000,MI,2019,"1,00,00,000"
2572,Jasprit Bumrah,India,All-Rounder,55,70000000,MI,2019,"7,00,00,000"
2573,Jayant Yadav,India,Bowler,287,5000000,MI,2019,"50,00,000"
2574,Kieron Pollard,West Indies,All-Rounder,14,54000000,MI,2019,"5,40,00,000"
2575,Krunal Pandya,India,All-Rounder,41,88000000,MI,2019,"8,80,00,000"
2576,Lasith Malinga,Sri Lanka,Bowler,29,20000000,MI,2019,"2,00,00,000"
2577,Mayank Markande,India,Bowler,226,2000000,MI,2019,"20,00,000"
2578,MItchell McClenaghan,New Zealand,Bowler,237,10000000,MI,2019,"1,00,00,000"
2579,Pankaj Jaiswal,India,All-Rounder,628,2000000,MI,2019,"20,00,000"
2580,Quinton de Kock,South Africa,Wicketkeeper Batsman,71,28000000,MI,2019,"2,80,00,000"
2581,Rahul Chahar,India,Bowler,181,19000000,MI,2019,"1,90,00,000"
2582,Rasikh Salam,India,Bowler,629,2000000,MI,2019,"20,00,000"
2583,Rohit Sharma,India,Batsman,2,150000000,MI,2019,"15,00,00,000"
2584,Siddhesh Lad,India,Batsman,395,2000000,MI,2019,"20,00,000"
2585,Suryakumar Yadav,India,Batsman,113,32000000,MI,2019,"3,20,00,000"
2586,Yuvraj Singh,India,Batsman,8,10000000,MI,2019,"1,00,00,000"
2587,AB de Villiers,South Africa,Wicketkeeper Batsman,5,110000000,RCB,2019,"11,00,00,000"
2588,Akshdeep Nath,India,Batsman,214,36000000,RCB,2019,"3,60,00,000"
2589,Colin De Grandhomme,New Zealand,All-Rounder,218,22000000,RCB,2019,"2,20,00,000"
2590,Dale Steyn,South Africa,Bowler,32,15000000,RCB,2019,"1,50,00,000"
2591,Devdutt Padikkal,India,Batsman,469,2000000,RCB,2019,"20,00,000"
2592,Gurkeerat Singh Mann ,India,Batsman,191,5000000,RCB,2019,"50,00,000"
2593,Heinrich Klaasen,South Africa,Wicketkeeper Batsman,370,5000000,RCB,2019,"50,00,000"
2594,Himmat Singh,India,Batsman,447,6500000,RCB,2019,"65,00,000"
2595,Kulwant Khejroliya,India,Bowler,316,8500000,RCB,2019,"85,00,000"
2596,Marcus Stoinis,Australia,Batsman,83,62000000,RCB,2019,"6,20,00,000"
2597,Milind Kumar,India,All-Rounder,547,2000000,RCB,2019,"20,00,000"
2598,Moeen Ali,England,All-Rounder,148,17000000,RCB,2019,"1,70,00,000"
2599,Mohammed Siraj,India,Bowler,136,26000000,RCB,2019,"2,60,00,000"
