ball_id,match_id,inning,over,ball,batsman,non_striker,bowler,noball_runs,batsman_runs,extra_runs,total_runs,extras_type,player_dismissed,dismissal_kind,fielder
189376,831,2,2,3,JM Bairstow,DA Warner,UT Yadav,0,0,1,1,wides,,,
189377,831,2,2,4,JM Bairstow,DA Warner,UT Yadav,0,4,0,4,,,,
189378,831,2,2,5,JM Bairstow,DA Warner,UT Yadav,0,6,0,6,,,,
189379,831,2,2,6,JM Bairstow,DA Warner,UT Yadav,0,0,0,0,,DA Warner,run out,
189380,831,2,2,7,JM Bairstow,MK Pandey,UT Yadav,0,0,0,0,,,,
189381,831,2,2,8,JM Bairstow,MK Pandey,UT Yadav,0,0,0,0,,,,
189382,831,2,3,1,MK Pandey,JM Bairstow,DW Steyn,0,0,0,0,,,,
189383,831,2,3,2,MK Pandey,JM Bairstow,DW Steyn,0,0,0,0,,,,
189384,831,2,3,3,MK Pandey,JM Bairstow,DW Steyn,0,2,0,2,,,,
189385,831,2,3,4,MK Pandey,JM Bairstow,DW Steyn,0,0,0,0,,,,
189386,831,2,3,5,MK Pandey,JM Bairstow,DW Steyn,0,4,0,4,,,,
189387,831,2,3,6,MK Pandey,JM Bairstow,DW Steyn,0,1,0,1,,,,
189388,831,2,4,1,MK Pandey,JM Bairstow,NA Saini,0,1,0,1,,,,
189389,831,2,4,2,JM Bairstow,MK Pandey,NA Saini,0,0,0,0,,,,
189390,831,2,4,3,JM Bairstow,MK Pandey,NA Saini,0,1,0,1,,,,
189391,831,2,4,4,MK Pandey,JM Bairstow,NA Saini,0,1,0,1,,,,
189392,831,2,4,5,JM Bairstow,MK Pandey,NA Saini,0,0,0,0,,,,
189393,831,2,4,6,JM Bairstow,MK Pandey,NA Saini,0,2,0,2,,,,
189394,831,2,5,1,MK Pandey,JM Bairstow,UT Yadav,0,4,0,4,,,,
189395,831,2,5,2,MK Pandey,JM Bairstow,UT Yadav,0,4,0,4,,,,
189396,831,2,5,3,MK Pandey,JM Bairstow,UT Yadav,0,0,0,0,,,,
189397,831,2,5,4,MK Pandey,JM Bairstow,UT Yadav,0,1,0,1,,,,
189398,831,2,5,5,JM Bairstow,MK Pandey,UT Yadav,0,1,0,1,,,,
189399,831,2,5,6,MK Pandey,JM Bairstow,UT Yadav,0,0,0,0,,,,
189400,831,2,6,1,JM Bairstow,MK Pandey,NA Saini,0,1,0,1,,,,
189401,831,2,6,2,MK Pandey,JM Bairstow,NA Saini,0,0,0,0,,,,
189402,831,2,6,3,MK Pandey,JM Bairstow,NA Saini,0,1,0,1,,,,
189403,831,2,6,4,JM Bairstow,MK Pandey,NA Saini,0,4,0,4,,,,
189404,831,2,6,5,JM Bairstow,MK Pandey,NA Saini,0,1,0,1,,,,
189405,831,2,6,6,MK Pandey,JM Bairstow,NA Saini,0,1,0,1,,,,
189406,831,2,7,1,MK Pandey,JM Bairstow,Washington Sundar,0,0,0,0,,,,
189407,831,2,7,2,MK Pandey,JM Bairstow,Washington Sundar,0,6,0,6,,,,
189408,831,2,7,3,MK Pandey,JM Bairstow,Washington Sundar,0,0,0,0,,,,
189409,831,2,7,4,MK Pandey,JM Bairstow,Washington Sundar,0,0,0,0,,,,
189410,831,2,7,5,MK Pandey,JM Bairstow,Washington Sundar,0,0,0,0,,,,
189411,831,2,7,6,MK Pandey,JM Bairstow,Washington Sundar,0,1,0,1,,,,
189412,831,2,8,1,MK Pandey,JM Bairstow,YS Chahal,0,0,0,0,,,,
189413,831,2,8,2,MK Pandey,JM Bairstow,YS Chahal,0,0,0,0,,,,
189414,831,2,8,3,MK Pandey,JM Bairstow,YS Chahal,0,1,0,1,,,,
189415,831,2,8,4,JM Bairstow,MK Pandey,YS Chahal,0,0,0,0,,,,
189416,831,2,8,5,JM Bairstow,MK Pandey,YS Chahal,0,2,0,2,,,,
189417,831,2,8,6,JM Bairstow,MK Pandey,YS Chahal,0,1,0,1,,,,
189418,831,2,9,1,JM Bairstow,MK Pandey,UT Yadav,0,1,0,1,,,,
189419,831,2,9,2,MK Pandey,JM Bairstow,UT Yadav,0,1,0,1,,,,
189420,831,2,9,3,JM Bairstow,MK Pandey,UT Yadav,0,0,0,0,,,,
189421,831,2,9,4,JM Bairstow,MK Pandey,UT Yadav,0,6,0,6,,,,
189422,831,2,9,5,JM Bairstow,MK Pandey,UT Yadav,0,4,0,4,,,,
189423,831,2,9,6,JM Bairstow,MK Pandey,UT Yadav,0,1,0,1,,,,
189424,831,2,10,1,JM Bairstow,MK Pandey,YS Chahal,0,1,0,1,,,,
189425,831,2,10,2,MK Pandey,JM Bairstow,YS Chahal,0,1,0,1,,,,
189426,831,2,10,3,JM Bairstow,MK Pandey,YS Chahal,0,2,0,2,,,,
189427,831,2,10,4,JM Bairstow,MK Pandey,YS Chahal,0,0,0,0,,,,
189428,831,2,10,5,JM Bairstow,MK Pandey,YS Chahal,0,1,0,1,,,,
189429,831,2,10,6,MK Pandey,JM Bairstow,YS Chahal,0,1,0,1,,,,
189430,831,2,11,1,MK Pandey,JM Bairstow,NA Saini,0,1,0,1,,,,
189431,831,2,11,2,JM Bairstow,MK Pandey,NA Saini,0,1,0,1,,,,
189432,831,2,11,3,MK Pandey,JM Bairstow,NA Saini,0,1,0,1,,,,
189433,831,2,11,4,JM Bairstow,MK Pandey,NA Saini,0,2,0,2,,,,
189434,831,2,11,5,JM Bairstow,MK Pandey,NA Saini,0,0,0,0,,,,
189435,831,2,11,6,JM Bairstow,MK Pandey,NA Saini,0,0,0,0,,,,
189436,831,2,12,1,MK Pandey,JM Bairstow,YS Chahal,0,1,0,1,,,,
189437,831,2,12,2,JM Bairstow,MK Pandey,YS Chahal,0,0,4,4,byes,,,
189438,831,2,12,3,JM Bairstow,MK Pandey,YS Chahal,0,0,0,0,,,,
189439,831,2,12,4,JM Bairstow,MK Pandey,YS Chahal,0,1,0,1,,,,
189440,831,2,12,5,MK Pandey,JM Bairstow,YS Chahal,0,0,0,0,,,,
189441,831,2,12,6,MK Pandey,JM Bairstow,YS Chahal,0,0,0,0,,MK Pandey,caught,NA Saini
189442,831,2,13,1,JM Bairstow,PK Garg,S Dube,0,1,0,1,,,,
189443,831,2,13,2,PK Garg,JM Bairstow,S Dube,0,2,0,2,,,,
189444,831,2,13,3,PK Garg,JM Bairstow,S Dube,0,0,0,0,,,,
189445,831,2,13,4,PK Garg,JM Bairstow,S Dube,0,0,2,2,legbyes,,,
189446,831,2,13,5,PK Garg,JM Bairstow,S Dube,0,0,0,0,,,,
189447,831,2,13,6,PK Garg,JM Bairstow,S Dube,0,0,0,0,,,,
189448,831,2,14,1,JM Bairstow,PK Garg,UT Yadav,0,2,0,2,,,,
189449,831,2,14,2,JM Bairstow,PK Garg,UT Yadav,0,2,0,2,,,,
189450,831,2,14,3,JM Bairstow,PK Garg,UT Yadav,0,4,0,4,,,,
189451,831,2,14,4,JM Bairstow,PK Garg,UT Yadav,0,0,1,1,byes,,,
189452,831,2,14,5,PK Garg,JM Bairstow,UT Yadav,0,1,0,1,,,,
189453,831,2,14,6,JM Bairstow,PK Garg,UT Yadav,0,4,0,4,,,,
189454,831,2,15,1,PK Garg,JM Bairstow,DW Steyn,0,1,0,1,,,,
189455,831,2,15,2,JM Bairstow,PK Garg,DW Steyn,0,4,0,4,,,,
189456,831,2,15,3,JM Bairstow,PK Garg,DW Steyn,0,0,1,1,wides,,,
189457,831,2,15,4,JM Bairstow,PK Garg,DW Steyn,0,1,0,1,,,,
189458,831,2,15,5,PK Garg,JM Bairstow,DW Steyn,0,4,0,4,,,,
189459,831,2,15,6,PK Garg,JM Bairstow,DW Steyn,0,2,0,2,,,,
189460,831,2,15,7,PK Garg,JM Bairstow,DW Steyn,0,0,0,0,,,,
189461,831,2,16,1,JM Bairstow,PK Garg,YS Chahal,0,0,0,0,,,,
189462,831,2,16,2,JM Bairstow,PK Garg,YS Chahal,0,0,0,0,,JM Bairstow,bowled,
189463,831,2,16,3,V Shankar,PK Garg,YS Chahal,0,0,0,0,,V Shankar,bowled,
189464,831,2,16,4,Abhishek Sharma,PK Garg,YS Chahal,0,1,0,1,,,,
189465,831,2,16,5,PK Garg,Abhishek Sharma,YS Chahal,0,1,0,1,,,,
189466,831,2,16,6,Abhishek Sharma,PK Garg,YS Chahal,0,4,0,4,,,,
189467,831,2,17,1,PK Garg,Abhishek Sharma,S Dube,0,1,0,1,,,,
189468,831,2,17,2,Abhishek Sharma,PK Garg,S Dube,0,1,0,1,,,,
189469,831,2,17,3,PK Garg,Abhishek Sharma,S Dube,0,0,0,0,,PK Garg,bowled,
189470,831,2,17,4,Rashid Khan,Abhishek Sharma,S Dube,0,4,0,4,,,,
189471,831,2,17,5,Rashid Khan,Abhishek Sharma,S Dube,0,1,0,1,,,,
189472,831,2,17,6,Abhishek Sharma,Rashid Khan,S Dube,0,1,0,1,,Abhishek Sharma,run out,
189473,831,2,18,1,Rashid Khan,B Kumar,NA Saini,0,0,0,0,,,,
189474,831,2,18,2,Rashid Khan,B Kumar,NA Saini,0,0,5,5,wides,,,
189475,831,2,18,3,Rashid Khan,B Kumar,NA Saini,0,1,0,1,,,,
189476,831,2,18,4,B Kumar,Rashid Khan,NA Saini,0,0,0,0,,,,
189477,831,2,18,5,B Kumar,Rashid Khan,NA Saini,0,0,0,0,,B Kumar,bowled,
189478,831,2,18,6,Sandeep Sharma,Rashid Khan,NA Saini,0,1,0,1,,,,
189479,831,2,18,7,Rashid Khan,Sandeep Sharma,NA Saini,0,0,0,0,,Rashid Khan,bowled,
189480,831,2,19,1,Sandeep Sharma,MR Marsh,S Dube,0,1,0,1,,,,
189481,831,2,19,2,MR Marsh,Sandeep Sharma,S Dube,0,0,0,0,,MR Marsh,caught,V Kohli
189482,831,2,19,3,T Natarajan,Sandeep Sharma,S Dube,0,0,0,0,,,,
189483,831,2,19,4,T Natarajan,Sandeep Sharma,S Dube,0,1,0,1,,,,
189484,831,2,19,5,Sandeep Sharma,T Natarajan,S Dube,0,1,0,1,,,,
189485,831,2,19,6,T Natarajan,Sandeep Sharma,S Dube,0,1,0,1,,,,
189486,831,2,20,1,T Natarajan,Sandeep Sharma,DW Steyn,0,1,0,1,,,,
189487,831,2,20,2,Sandeep Sharma,T Natarajan,DW Steyn,0,2,0,2,,,,
189488,831,2,20,3,Sandeep Sharma,T Natarajan,DW Steyn,0,4,0,4,,,,
189489,831,2,20,4,Sandeep Sharma,T Natarajan,DW Steyn,0,0,0,0,,Sandeep Sharma,caught,V Kohli
189490,880,1,1,1,PP Shaw,S Dhawan,TA Boult,0,1,0,1,,,,
189491,880,1,1,2,S Dhawan,PP Shaw,TA Boult,0,0,0,0,,,,
189492,880,1,1,3,S Dhawan,PP Shaw,TA Boult,0,0,0,0,,S Dhawan,caught,SA Yadav
189493,880,1,1,4,SS Iyer,PP Shaw,TA Boult,0,0,0,0,,,,
189494,880,1,1,5,SS Iyer,PP Shaw,TA Boult,0,0,0,0,,,,
189495,880,1,1,6,SS Iyer,PP Shaw,TA Boult,0,0,0,0,,,,
189496,880,1,2,1,PP Shaw,SS Iyer,KH Pandya,0,0,0,0,,,,
189497,880,1,2,2,PP Shaw,SS Iyer,KH Pandya,0,0,0,0,,,,
189498,880,1,2,3,PP Shaw,SS Iyer,KH Pandya,0,0,0,0,,,,
189499,880,1,2,4,PP Shaw,SS Iyer,KH Pandya,0,1,0,1,,,,
189500,880,1,2,5,SS Iyer,PP Shaw,KH Pandya,0,4,0,4,,,,
189501,880,1,2,6,SS Iyer,PP Shaw,KH Pandya,0,0,1,1,wides,,,
189502,880,1,2,7,SS Iyer,PP Shaw,KH Pandya,0,0,0,0,,,,
189503,880,1,3,1,PP Shaw,SS Iyer,TA Boult,0,4,0,4,,,,
189504,880,1,3,2,PP Shaw,SS Iyer,TA Boult,0,0,0,0,,,,
189505,880,1,3,3,PP Shaw,SS Iyer,TA Boult,0,0,0,0,,,,
189506,880,1,3,4,PP Shaw,SS Iyer,TA Boult,0,4,0,4,,,,
189507,880,1,3,5,PP Shaw,SS Iyer,TA Boult,0,0,0,0,,,,
189508,880,1,3,6,PP Shaw,SS Iyer,TA Boult,0,0,0,0,,PP Shaw,caught,Q de Kock
189509,880,1,4,1,SS Iyer,RR Pant,J Yadav,0,0,0,0,,,,
189510,880,1,4,2,SS Iyer,RR Pant,J Yadav,0,1,0,1,,,,
189511,880,1,4,3,RR Pant,SS Iyer,J Yadav,0,0,0,0,,,,
189512,880,1,4,4,RR Pant,SS Iyer,J Yadav,0,1,0,1,,,,
189513,880,1,4,5,SS Iyer,RR Pant,J Yadav,0,1,0,1,,,,
189514,880,1,4,6,RR Pant,SS Iyer,J Yadav,0,0,0,0,,,,
189515,880,1,5,1,SS Iyer,RR Pant,TA Boult,0,0,0,0,,,,
189516,880,1,5,2,SS Iyer,RR Pant,TA Boult,0,0,0,0,,,,
189517,880,1,5,3,SS Iyer,RR Pant,TA Boult,0,1,0,1,,,,
189518,880,1,5,4,RR Pant,SS Iyer,TA Boult,0,0,0,0,,,,
189519,880,1,5,5,RR Pant,SS Iyer,TA Boult,0,0,0,0,,,,
189520,880,1,5,6,RR Pant,SS Iyer,TA Boult,0,0,0,0,,,,
189521,880,1,6,1,SS Iyer,RR Pant,J Yadav,0,0,0,0,,,,
189522,880,1,6,2,SS Iyer,RR Pant,J Yadav,0,0,0,0,,,,
189523,880,1,6,3,SS Iyer,RR Pant,J Yadav,0,1,0,1,,,,
189524,880,1,6,4,RR Pant,SS Iyer,J Yadav,0,1,0,1,,,,
189525,880,1,6,5,SS Iyer,RR Pant,J Yadav,0,1,0,1,,,,
189526,880,1,6,6,RR Pant,SS Iyer,J Yadav,0,0,0,0,,,,
189527,880,1,7,1,SS Iyer,RR Pant,KH Pandya,0,0,2,2,legbyes,,,
189528,880,1,7,2,SS Iyer,RR Pant,KH Pandya,0,0,0,0,,,,
189529,880,1,7,3,SS Iyer,RR Pant,KH Pandya,0,1,0,1,,,,
189530,880,1,7,4,RR Pant,SS Iyer,KH Pandya,0,1,0,1,,,,
189531,880,1,7,5,SS Iyer,RR Pant,KH Pandya,0,1,0,1,,,,
189532,880,1,7,6,RR Pant,SS Iyer,KH Pandya,0,1,0,1,,,,
189533,880,1,8,1,RR Pant,SS Iyer,J Yadav,0,1,0,1,,,,
189534,880,1,8,2,SS Iyer,RR Pant,J Yadav,0,6,0,6,,,,
189535,880,1,8,3,SS Iyer,RR Pant,J Yadav,0,2,0,2,,,,
189536,880,1,8,4,SS Iyer,RR Pant,J Yadav,0,1,0,1,,,,
189537,880,1,8,5,RR Pant,SS Iyer,J Yadav,0,1,0,1,,,,
189538,880,1,8,6,SS Iyer,RR Pant,J Yadav,0,1,0,1,,,,
189539,880,1,9,1,SS Iyer,RR Pant,JJ Bumrah,0,0,0,0,,,,
189540,880,1,9,2,SS Iyer,RR Pant,JJ Bumrah,0,1,0,1,,,,
189541,880,1,9,3,RR Pant,SS Iyer,JJ Bumrah,0,1,0,1,,,,
189542,880,1,9,4,SS Iyer,RR Pant,JJ Bumrah,0,1,0,1,,,,
189543,880,1,9,5,RR Pant,SS Iyer,JJ Bumrah,0,0,0,0,,,,
189544,880,1,9,6,RR Pant,SS Iyer,JJ Bumrah,0,1,0,1,,,,
189545,880,1,10,1,RR Pant,SS Iyer,NM Coulter-Nile,0,2,0,2,,,,
189546,880,1,10,2,RR Pant,SS Iyer,NM Coulter-Nile,0,0,0,0,,,,
189547,880,1,10,3,RR Pant,SS Iyer,NM Coulter-Nile,0,0,0,0,,,,
189548,880,1,10,4,RR Pant,SS Iyer,NM Coulter-Nile,0,1,0,1,,,,
189549,880,1,10,5,SS Iyer,RR Pant,NM Coulter-Nile,0,2,0,2,,,,
189550,880,1,10,6,SS Iyer,RR Pant,NM Coulter-Nile,0,0,0,0,,,,
189551,880,1,11,1,RR Pant,SS Iyer,RD Chahar,0,1,0,1,,,,
189552,880,1,11,2,SS Iyer,RR Pant,RD Chahar,0,0,0,0,,SS Iyer,stumped,Q de Kock
189553,880,1,11,3,MP Stoinis,RR Pant,RD Chahar,0,1,0,1,,,,
189554,880,1,11,4,RR Pant,MP Stoinis,RD Chahar,0,1,0,1,,,,
189555,880,1,11,5,MP Stoinis,RR Pant,RD Chahar,0,1,0,1,,,,
189556,880,1,11,6,RR Pant,MP Stoinis,RD Chahar,0,4,0,4,,,,
189557,880,1,12,1,MP Stoinis,RR Pant,JJ Bumrah,0,0,0,0,,MP Stoinis,caught,Q de Kock
189558,880,1,12,2,SO Hetmyer,RR Pant,JJ Bumrah,0,1,0,1,,,,
189559,880,1,12,3,RR Pant,SO Hetmyer,JJ Bumrah,0,4,0,4,,,,
189560,880,1,12,4,RR Pant,SO Hetmyer,JJ Bumrah,0,0,0,0,,RR Pant,lbw,
189561,880,1,12,5,HV Patel,SO Hetmyer,JJ Bumrah,0,0,1,1,wides,,,
189562,880,1,12,6,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,,,
189563,880,1,12,7,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,,,
189564,880,1,13,1,SO Hetmyer,HV Patel,RD Chahar,0,0,0,0,,,,
189565,880,1,13,2,SO Hetmyer,HV Patel,RD Chahar,0,1,0,1,,,,
189566,880,1,13,3,HV Patel,SO Hetmyer,RD Chahar,0,1,0,1,,,,
189567,880,1,13,4,SO Hetmyer,HV Patel,RD Chahar,0,2,0,2,,,,
189568,880,1,13,5,SO Hetmyer,HV Patel,RD Chahar,0,0,0,0,,,,
189569,880,1,13,6,SO Hetmyer,HV Patel,RD Chahar,0,2,0,2,,,,
189570,880,1,14,1,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,,,
189571,880,1,14,2,HV Patel,SO Hetmyer,JJ Bumrah,0,4,0,4,,,,
189572,880,1,14,3,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,,,
189573,880,1,14,4,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,,,
189574,880,1,14,5,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,,,
189575,880,1,14,6,HV Patel,SO Hetmyer,JJ Bumrah,0,0,0,0,,HV Patel,lbw,
189576,880,1,15,1,SO Hetmyer,R Ashwin,RD Chahar,0,0,0,0,,,,
189577,880,1,15,2,SO Hetmyer,R Ashwin,RD Chahar,0,4,0,4,,,,
189578,880,1,15,3,SO Hetmyer,R Ashwin,RD Chahar,0,0,0,0,,,,
189579,880,1,15,4,SO Hetmyer,R Ashwin,RD Chahar,0,0,0,0,,,,
189580,880,1,15,5,SO Hetmyer,R Ashwin,RD Chahar,0,1,0,1,,,,
189581,880,1,15,6,R Ashwin,SO Hetmyer,RD Chahar,0,0,0,0,,,,
189582,880,1,16,1,SO Hetmyer,R Ashwin,NM Coulter-Nile,0,0,0,0,,,,
189583,880,1,16,2,SO Hetmyer,R Ashwin,NM Coulter-Nile,0,0,0,0,,SO Hetmyer,caught,KH Pandya
189584,880,1,16,3,P Dubey,R Ashwin,NM Coulter-Nile,0,1,0,1,,,,
189585,880,1,16,4,R Ashwin,P Dubey,NM Coulter-Nile,0,0,0,0,,,,
189586,880,1,16,5,R Ashwin,P Dubey,NM Coulter-Nile,0,6,0,6,,,,
189587,880,1,16,6,R Ashwin,P Dubey,NM Coulter-Nile,0,2,0,2,,,,
189588,880,1,17,1,P Dubey,R Ashwin,RD Chahar,0,2,0,2,,,,
189589,880,1,17,2,P Dubey,R Ashwin,RD Chahar,0,0,0,0,,,,
189590,880,1,17,3,P Dubey,R Ashwin,RD Chahar,0,0,0,0,,,,
189591,880,1,17,4,P Dubey,R Ashwin,RD Chahar,0,1,0,1,,,,
189592,880,1,17,5,R Ashwin,P Dubey,RD Chahar,0,0,0,0,,,,
189593,880,1,17,6,R Ashwin,P Dubey,RD Chahar,0,2,0,2,,,,
189594,880,1,18,1,P Dubey,R Ashwin,KH Pandya,0,1,0,1,,,,
189595,880,1,18,2,R Ashwin,P Dubey,KH Pandya,0,1,0,1,,,,
189596,880,1,18,3,P Dubey,R Ashwin,KH Pandya,0,0,0,0,,,,
189597,880,1,18,4,P Dubey,R Ashwin,KH Pandya,0,0,0,0,,,,
189598,880,1,18,5,P Dubey,R Ashwin,KH Pandya,0,0,1,1,legbyes,,,
189599,880,1,18,6,R Ashwin,P Dubey,KH Pandya,0,1,0,1,,,,
189600,880,1,19,1,R Ashwin,P Dubey,TA Boult,0,0,0,0,,R Ashwin,caught,KH Pandya
189601,880,1,19,2,P Dubey,K Rabada,TA Boult,0,1,0,1,,,,
189602,880,1,19,3,K Rabada,P Dubey,TA Boult,0,6,0,6,,,,
189603,880,1,19,4,K Rabada,P Dubey,TA Boult,0,0,0,0,,,,
189604,880,1,19,5,K Rabada,P Dubey,TA Boult,0,2,0,2,,,,
189605,880,1,19,6,K Rabada,P Dubey,TA Boult,0,2,0,2,,,,
189606,880,1,20,1,P Dubey,K Rabada,JJ Bumrah,0,0,0,0,,,,
189607,880,1,20,2,P Dubey,K Rabada,JJ Bumrah,0,0,0,0,,,,
189608,880,1,20,3,P Dubey,K Rabada,JJ Bumrah,0,1,0,1,,,,
189609,880,1,20,4,K Rabada,P Dubey,JJ Bumrah,0,2,0,2,,,,
189610,880,1,20,5,K Rabada,P Dubey,JJ Bumrah,0,0,0,0,,,,
189611,880,1,20,6,K Rabada,P Dubey,JJ Bumrah,0,0,0,0,,K Rabada,run out,
189612,880,2,1,1,Ishan Kishan,Q de Kock,R Ashwin,0,0,0,0,,,,
189613,880,2,1,2,Ishan Kishan,Q de Kock,R Ashwin,0,1,0,1,,,,
189614,880,2,1,3,Q de Kock,Ishan Kishan,R Ashwin,0,1,0,1,,,,
189615,880,2,1,4,Ishan Kishan,Q de Kock,R Ashwin,0,0,0,0,,,,
189616,880,2,1,5,Ishan Kishan,Q de Kock,R Ashwin,0,0,0,0,,,,
189617,880,2,1,6,Ishan Kishan,Q de Kock,R Ashwin,0,0,0,0,,,,
189618,880,2,2,1,Q de Kock,Ishan Kishan,K Rabada,0,0,0,0,,,,
189619,880,2,2,2,Q de Kock,Ishan Kishan,K Rabada,0,0,0,0,,,,
189620,880,2,2,3,Q de Kock,Ishan Kishan,K Rabada,0,2,0,2,,,,
189621,880,2,2,4,Q de Kock,Ishan Kishan,K Rabada,0,0,0,0,,,,
189622,880,2,2,5,Q de Kock,Ishan Kishan,K Rabada,0,3,0,3,,,,
189623,880,2,2,6,Ishan Kishan,Q de Kock,K Rabada,0,0,0,0,,,,
189624,880,2,3,1,Q de Kock,Ishan Kishan,R Ashwin,0,1,0,1,,,,
189625,880,2,3,2,Ishan Kishan,Q de Kock,R Ashwin,0,1,0,1,,,,
189626,880,2,3,3,Q de Kock,Ishan Kishan,R Ashwin,0,0,0,0,,,,
189627,880,2,3,4,Q de Kock,Ishan Kishan,R Ashwin,0,0,0,0,,,,
189628,880,2,3,5,Q de Kock,Ishan Kishan,R Ashwin,0,1,0,1,,,,
189629,880,2,3,6,Ishan Kishan,Q de Kock,R Ashwin,0,0,0,0,,,,
189630,880,2,4,1,Q de Kock,Ishan Kishan,A Nortje,0,0,0,0,,,,
189631,880,2,4,2,Q de Kock,Ishan Kishan,A Nortje,0,4,0,4,,,,
189632,880,2,4,3,Q de Kock,Ishan Kishan,A Nortje,0,1,0,1,,,,
189633,880,2,4,4,Ishan Kishan,Q de Kock,A Nortje,0,4,0,4,,,,
189634,880,2,4,5,Ishan Kishan,Q de Kock,A Nortje,0,0,0,0,,,,
189635,880,2,4,6,Ishan Kishan,Q de Kock,A Nortje,0,4,0,4,,,,
189636,880,2,5,1,Q de Kock,Ishan Kishan,MP Stoinis,0,1,0,1,,,,
189637,880,2,5,2,Ishan Kishan,Q de Kock,MP Stoinis,0,0,0,0,,,,
189638,880,2,5,3,Ishan Kishan,Q de Kock,MP Stoinis,0,1,0,1,,,,
189639,880,2,5,4,Q de Kock,Ishan Kishan,MP Stoinis,0,1,0,1,,,,
189640,880,2,5,5,Ishan Kishan,Q de Kock,MP Stoinis,0,0,0,0,,,,
189641,880,2,5,6,Ishan Kishan,Q de Kock,MP Stoinis,0,1,0,1,,,,
189642,880,2,6,1,Ishan Kishan,Q de Kock,K Rabada,0,4,0,4,,,,
189643,880,2,6,2,Ishan Kishan,Q de Kock,K Rabada,0,4,0,4,,,,
189644,880,2,6,3,Ishan Kishan,Q de Kock,K Rabada,0,1,0,1,,,,
189645,880,2,6,4,Q de Kock,Ishan Kishan,K Rabada,0,1,0,1,,,,
189646,880,2,6,5,Ishan Kishan,Q de Kock,K Rabada,0,0,0,0,,,,
189647,880,2,6,6,Ishan Kishan,Q de Kock,K Rabada,0,1,0,1,,,,
189648,880,2,7,1,Ishan Kishan,Q de Kock,R Ashwin,0,1,0,1,,,,
189649,880,2,7,2,Q de Kock,Ishan Kishan,R Ashwin,0,1,0,1,,,,
189650,880,2,7,3,Ishan Kishan,Q de Kock,R Ashwin,0,0,0,0,,,,
189651,880,2,7,4,Ishan Kishan,Q de Kock,R Ashwin,0,1,0,1,,,,
189652,880,2,7,5,Q de Kock,Ishan Kishan,R Ashwin,0,0,0,0,,,,
189653,880,2,7,6,Q de Kock,Ishan Kishan,R Ashwin,0,0,0,0,,,,
189654,880,2,8,1,Ishan Kishan,Q de Kock,P Dubey,0,0,0,0,,,,
189655,880,2,8,2,Ishan Kishan,Q de Kock,P Dubey,0,0,0,0,,,,
189656,880,2,8,3,Ishan Kishan,Q de Kock,P Dubey,0,0,0,0,,,,
189657,880,2,8,4,Ishan Kishan,Q de Kock,P Dubey,0,1,0,1,,,,
189658,880,2,8,5,Q de Kock,Ishan Kishan,P Dubey,0,4,0,4,,,,
189659,880,2,8,6,Q de Kock,Ishan Kishan,P Dubey,0,2,0,2,,,,
189660,880,2,9,1,Ishan Kishan,Q de Kock,HV Patel,0,4,0,4,,,,
189661,880,2,9,2,Ishan Kishan,Q de Kock,HV Patel,0,0,1,1,wides,,,
189662,880,2,9,3,Ishan Kishan,Q de Kock,HV Patel,0,1,0,1,,,,
189663,880,2,9,4,Q de Kock,Ishan Kishan,HV Patel,0,0,0,0,,,,
189664,880,2,9,5,Q de Kock,Ishan Kishan,HV Patel,0,0,0,0,,,,
189665,880,2,9,6,Q de Kock,Ishan Kishan,HV Patel,0,1,0,1,,,,
189666,880,2,9,7,Ishan Kishan,Q de Kock,HV Patel,0,1,0,1,,,,
189667,880,2,10,1,Ishan Kishan,Q de Kock,P Dubey,0,1,0,1,,,,
189668,880,2,10,2,Q de Kock,Ishan Kishan,P Dubey,0,1,0,1,,,,
189669,880,2,10,3,Ishan Kishan,Q de Kock,P Dubey,0,1,0,1,,,,
189670,880,2,10,4,Q de Kock,Ishan Kishan,P Dubey,0,1,0,1,,,,
189671,880,2,10,5,Ishan Kishan,Q de Kock,P Dubey,0,4,0,4,,,,
189672,880,2,10,6,Ishan Kishan,Q de Kock,P Dubey,0,4,0,4,,,,
189673,880,2,11,1,Q de Kock,Ishan Kishan,A Nortje,0,0,0,0,,,,
189674,880,2,11,2,Q de Kock,Ishan Kishan,A Nortje,0,0,0,0,,Q de Kock,bowled,
189675,880,2,11,3,SA Yadav,Ishan Kishan,A Nortje,0,1,0,1,,,,
189676,880,2,11,4,Ishan Kishan,SA Yadav,A Nortje,0,1,0,1,,,,
189677,880,2,11,5,SA Yadav,Ishan Kishan,A Nortje,0,0,0,0,,,,
189678,880,2,11,6,SA Yadav,Ishan Kishan,A Nortje,0,4,0,4,,,,
189679,880,2,12,1,Ishan Kishan,SA Yadav,K Rabada,0,6,0,6,,,,
189680,880,2,12,2,Ishan Kishan,SA Yadav,K Rabada,0,2,0,2,,,,
189681,880,2,12,3,Ishan Kishan,SA Yadav,K Rabada,0,0,0,0,,,,
